_DialogCode,_Chapter,_Name,_Comment,_Text
Chapter_epi-0008400,Epilogue-A-Prismatic-Farewell,"Player:
",,"Can you handle doing both?
"
Chapter_epi-0008700,Epilogue-A-Prismatic-Farewell,"Skye:
",,"Hell yeah brother.
"
Chapter_epi-0009000,Epilogue-A-Prismatic-Farewell,"Narration:
",,"You flash a smile. This is already going pretty smoothly.
"
Chapter_epi-0009300,Epilogue-A-Prismatic-Farewell,"Player:
",,"Now, Esmeray…
"
Chapter_epi-0009600,Epilogue-A-Prismatic-Farewell,"Esmeray [Neutral]:
",,"Hm?
"
Chapter_epi-0009900,Epilogue-A-Prismatic-Farewell,"Player:
",,"You'll be in charge of making little jingles before and after we're done announcing and stuff. Oh, and I'm thinking we could add in music segments in our broadcasts too. 
"
Chapter_epi-0010200,Epilogue-A-Prismatic-Farewell,"Esmeray:
",,"You got it.
"
Chapter_epi-0010500,Epilogue-A-Prismatic-Farewell,"Narration:
",,"Esmeray takes out a small notebook. He starts writing and humming to himself.
"
Chapter_epi-0010800,Epilogue-A-Prismatic-Farewell,"Player:
",,"And finally, Atria, you'll be the one on the speakers! 
"
Chapter_epi-0011100,Epilogue-A-Prismatic-Farewell,"Atria [Atria1_Nervous]:
",,"Um, are you sure? I'm not that loud and confident yet…
"
Chapter_epi-0011400,Epilogue-A-Prismatic-Farewell,"Player:
",,"You don't have to be the only speaker of course. We can do it together.
"
Chapter_epi-0011700,Epilogue-A-Prismatic-Farewell,"Narration:
",,"Atria slowly regains her smile.
"
Chapter_epi-0012000,Epilogue-A-Prismatic-Farewell,"Atria [Atria1_Happy]:
",,"That'd be easier for me. Thank you.
"
Chapter_epi-0012300,Epilogue-A-Prismatic-Farewell,"Player:
",,"Alright, now we gotta think of our future plans for this club.
"
Chapter_epi-0012600,Epilogue-A-Prismatic-Farewell,"Atria:
",,"Actually, is it okay if I suggest something?
"
Chapter_epi-0012900,Epilogue-A-Prismatic-Farewell,"Player:
",,"Of course.
"
Chapter_epi-0013200,Epilogue-A-Prismatic-Farewell,"Atria:
",,"It's Back to School Night next week. The staff wants clubs to help out with the concessions. 
"
Chapter_epi-0013500,Epilogue-A-Prismatic-Farewell,"Player:
",,"Then we should join! So, are we all free to help out with the concessions next week?
"
Chapter_epi-0013800,Epilogue-A-Prismatic-Farewell,"Narration:
",,"The other three club members say yes.
"
Chapter_epi-0014100,Epilogue-A-Prismatic-Farewell,"Player:
",,"Alright, we're done then. 
"
Chapter_epi-0014400,Epilogue-A-Prismatic-Farewell,"Narration:
",,"Happiness feels like it's going to burst out of your chest. It really feels like an actual club now. No wait, it's not just a club. It feels like you have a friend group for real too. You wonder if everyone's down for a group hug before they leave.
"
Chapter_epi-0014600,Epilogue-A-Prismatic-Farewell,"Narration:
",,"You open your arms wide.
"
Chapter_epi-0014900,Epilogue-A-Prismatic-Farewell,"Player:
",,"I know this is out of nowhere but… Who's down for a group hug?!
"
Chapter_epi-0015200,Epilogue-A-Prismatic-Farewell,"Atria [Atria1_Nervous]:
",,"Huh?
"
Chapter_epi-0015500,Epilogue-A-Prismatic-Farewell,"Skye [Skye_smile2]:
",,"Heh, sure, why not. Come on, get over here, Atria.
"
Chapter_epi-0015800,Epilogue-A-Prismatic-Farewell,"Esmeray [Amused]:
",,"Wait, we're actually doing this? Hold on a minute—
"
Chapter_epi-0016000,Epilogue-A-Prismatic-Farewell,"Esmeray [Amused]:
",,"CG of the Player hugging all the three club members together. 
"
Chapter_epi-0016300,Epilogue-A-Prismatic-Farewell,"Player:
",,"Hehe, thanks y'all. 
"
Chapter_epi-0016600,Epilogue-A-Prismatic-Farewell,"Narration:
",,"The lunch bell rings, and all of you part ways as you wave to each other. 
"
Chapter_epi-0016800,Epilogue-A-Prismatic-Farewell,"[Scene ends]
",,"[Scene ends]
"
Chapter_epi-0017000,Epilogue-A-Prismatic-Farewell,"[School Hallway Night]
",,"[School Hallway Night]
"
Chapter_epi-0017300,Epilogue-A-Prismatic-Farewell,"Narration:
",,"It's Back To School Night. You go back and forth from your mom's car to carry water bottles to the venue. It takes just a few trips but the weight tires out your arms. Thank god that you're not in any of the sports clubs.
"
Chapter_epi-0017500,Epilogue-A-Prismatic-Farewell,"Narration:
",,"As you rest on a nearby bench, you see something colorful faintly glowing bright on the ground. It looks like a poorly drawn hand doing a peace sign. The pain is real. Hands are the bane of every artist's existence. 
"
Chapter_epi-0017700,Epilogue-A-Prismatic-Farewell,"Narration:
",,"…Wait, this looks like the work of Kyo!
"
Chapter_epi-0017900,Epilogue-A-Prismatic-Farewell,"Narration:
",,"This is the only sign you've seen of him in school all week. What the hell is he up to? 
"
Chapter_epi-0018100,Epilogue-A-Prismatic-Farewell,"Narration:
",,"As you look onward, you see more graffiti symbols in the distance, scattered far apart in a way that beckons you to follow it.
"
Chapter_epi-0018300,Epilogue-A-Prismatic-Farewell,"[School Rooftop Night]
",,"[School Rooftop Night]
"
Chapter_epi-0018600,Epilogue-A-Prismatic-Farewell,"Narration:
",,"You follow the path until you arrive at the school's rooftop. 
"
Chapter_epi-0018800,Epilogue-A-Prismatic-Farewell,"Narration:
",,"There he is, spray painting in the air as if there's a wall. 
"
Chapter_epi-0019000,Epilogue-A-Prismatic-Farewell,"Narration:
",,"You call out to him.  
"
Chapter_epi-0019300,Epilogue-A-Prismatic-Farewell,"Player:
",,"Kyo?
"
Chapter_epi-0019500,Epilogue-A-Prismatic-Farewell,"[Kyo_FP_Shocked]
",,"[Kyo_FP_Shocked]
"
Chapter_epi-0019800,Epilogue-A-Prismatic-Farewell,"Narration:
",,"Kyo turns around.
"
Chapter_epi-0020100,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"Oh shit, hi [Player]!
"
Chapter_epi-0020400,Epilogue-A-Prismatic-Farewell,"Player:
",,"Where have you been? I haven't seen you in school all week.
"
Chapter_epi-0020700,Epilogue-A-Prismatic-Farewell,"Kyo [Kyo_FP_Default]:
",,"Um, about that...
"
Chapter_epi-0021000,Epilogue-A-Prismatic-Farewell,"Narration:
",,"He shakes his spray paint can but doesn't use it. He looks back and forth between the paint on the ground, the moon above, and you, as if he's contemplating his next move. He sighs.
"
Chapter_epi-0021300,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"You weren't supposed to come here. 
"
Chapter_epi-0021600,Epilogue-A-Prismatic-Farewell,"Player:
",,"But you left a paint trail.
"
Chapter_epi-0021900,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"That wasn't really a trail. I didn't think you'd... Damn it, I was supposed to leave before you saw me.
"
Chapter_epi-0022200,Epilogue-A-Prismatic-Farewell,"Player:
",,"Wait, you're leaving? What's going on?
"
Chapter_epi-0022500,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"You know what, fuck it. I'm not going yet. 'Cause I don't even know where to begin explaining everything.
"
Chapter_epi-0022800,Epilogue-A-Prismatic-Farewell,"Narration:
",,"He's right. You have too many questions. 
"
Chapter_epi-0023000,Epilogue-A-Prismatic-Farewell,"Narration:
",,"You remember the confused faces of the club members from last week.
"
Chapter_epi-0023300,Epilogue-A-Prismatic-Farewell,"Player:
",,"Kyo, you're... real, right?
"
Chapter_epi-0023600,Epilogue-A-Prismatic-Farewell,"Narration:
",,"Kyo busts out a quick laugh.
"
Chapter_epi-0023900,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"Nah you're just imagining me in your head. Wake up. It's been years since the accident—
"
Chapter_epi-0024200,Epilogue-A-Prismatic-Farewell,"Player:
",,"Kyo, I'm serious. None of the club members see or hear you except me. They don't even know who you are. Why? Are you a ghost? Who and what even are you?
"
Chapter_epi-0024500,Epilogue-A-Prismatic-Farewell,"Narration:
",,"Kyo lets out a deep sigh.
"
Chapter_epi-0024800,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"I don't actually go here. I used to, but it was a long time ago.
"
Chapter_epi-0025100,Epilogue-A-Prismatic-Farewell,"Player:
",,"Why are you here then?
"
Chapter_epi-0025300,Epilogue-A-Prismatic-Farewell,"[Kyo CG]
",,"[Kyo CG]
"
Chapter_epi-0025600,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"To help you make friends.
"
Chapter_epi-0025900,Epilogue-A-Prismatic-Farewell,"Narration:
",,"Your eyes widen.
"
Chapter_epi-0026200,Epilogue-A-Prismatic-Farewell,"Player:
",,"How'd you know I wanted to...?
"
Chapter_epi-0026500,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"You're the reason I opened up the radio club in the first place.
"
Chapter_epi-0026800,Epilogue-A-Prismatic-Farewell,"Player:
",,"Huh?! Wait, then you were the only club member on purpose?
"
Chapter_epi-0027100,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"Haha, yup.
"
Chapter_epi-0027400,Epilogue-A-Prismatic-Farewell,"Player:
",,"I'm still not over you forcing me to do free labor though.
"
Chapter_epi-0027700,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"It's better if you initiate these friendships on your own. I'm just here to make sure you stay on track. You're the lonely one here, not me.
"
Chapter_epi-0028000,Epilogue-A-Prismatic-Farewell,"Narration:
",,"You roll your eyes. 
"
Chapter_epi-0028300,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"You're not even gonna thank me?! 
"
Chapter_epi-0028600,Epilogue-A-Prismatic-Farewell,"Player:
",,"I still have more questions for you, funny man.
"
Chapter_epi-0028900,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"Okay, shoot.
"
Chapter_epi-0029200,Epilogue-A-Prismatic-Farewell,"Player:
",,"If you've been a student here, why does no one remember you at all?
"
Chapter_epi-0029500,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"That's because I don't exist in your reality anymore. I live in another universe.
"
Chapter_epi-0029800,Epilogue-A-Prismatic-Farewell,"Player:
",,"You're an alien?!
"
Chapter_epi-0030100,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"Okay no, but I know someone else who is. Anyways, I was isekai'd a while ago. But just recently, I've been blessed by the moon, so now I'm able to travel between your reality and mine.
"
Chapter_epi-0030300,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"The problem is, I'm still learning how to use this power. So it's not perfect. It's kinda weird actually. Right now, I'm like in a world between yours and mine. I can't really see you, only the outline of you. 
"
Chapter_epi-0030600,Epilogue-A-Prismatic-Farewell,"Narration:
",,"Kyo pauses for a bit as if he's thinking.
"
Chapter_epi-0030900,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"Give me a high five.
"
Chapter_epi-0031200,Epilogue-A-Prismatic-Farewell,"Player:
",,"For what?
"
Chapter_epi-0031500,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"For being able to keep up with me. You know, since I speak so fast.
"
Chapter_epi-0031800,Epilogue-A-Prismatic-Farewell,"Player:
",,"O...kay.
"
Chapter_epi-0032100,Epilogue-A-Prismatic-Farewell,"Narration:
",,"When you go high five Kyo, your hand goes through his like air. You don't feel him at all.
"
Chapter_epi-0032300,Epilogue-A-Prismatic-Farewell,"Narration:
",,"You stand there in silence, flabbergasted. A realization hits you.
"
Chapter_epi-0032600,Epilogue-A-Prismatic-Farewell,"Player:
",,"So you're the one haunting this school!
"
Chapter_epi-0032900,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"Wait, what?
"
Chapter_epi-0033200,Epilogue-A-Prismatic-Farewell,"Player:
",,"Dude, did you not know? The paranormal activity club has been obsessed with you for a long time now. They've been trying to contact you and everything. 
"
Chapter_epi-0033500,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"They can't see me, right?
"
Chapter_epi-0033800,Epilogue-A-Prismatic-Farewell,"Player:
",,"That's not what I mean. But there's been ghost-like activity happening around school. I think you have something to do with it.
"
Chapter_epi-0034100,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"Shit, my bad. Didn't mean to.
"
Chapter_epi-0034400,Epilogue-A-Prismatic-Farewell,"Player:
",,"If only they knew I was talking to a ghost the entire time. Wait, I don't think anybody heard you speak either. Not even the club members. Except me. What the hell?
"
Chapter_epi-0034700,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"You're the one I was assigned to help.
"
Chapter_epi-0035000,Epilogue-A-Prismatic-Farewell,"Player:
",,"Assigned?
"
Chapter_epi-0035300,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"By the moon. Who also gave me my powers. Consider yourself lucky.
"
Chapter_epi-0035600,Epilogue-A-Prismatic-Farewell,"Player:
",,"I was chosen? Wow...
"
Chapter_epi-0035900,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"But I'm running out of time. Now, I won't exist in this reality again. For real this time.
"
Chapter_epi-0036200,Epilogue-A-Prismatic-Farewell,"Narration:
",,"The school bell rings. [School Bell SFX]
"
Chapter_epi-0036500,Epilogue-A-Prismatic-Farewell,"Kyo:
",,"Go. Your friends are waiting for you.
"
Chapter_epi-0036800,Epilogue-A-Prismatic-Farewell,"Narration:
",,"Kyo sets up his exit.
"
Chapter_epi-0037100,Epilogue-A-Prismatic-Farewell,"Player:
",,"Wait! Before you go...
"
Chapter_epi-0037300,Epilogue-A-Prismatic-Farewell,"Player:
",,"Thank you. For everything.
"
Chapter_epi-0037600,Epilogue-A-Prismatic-Farewell,"Narration:
",,"Kyo looks back one last time and smiles.
"
Chapter_epi-0037800,Epilogue-A-Prismatic-Farewell,"[Fade out Kyo, use the Kyo_BG in his special scene folder]
",,"[Fade out Kyo, use the Kyo_BG in his special scene folder]
"
Chapter_epi-0038000,Epilogue-A-Prismatic-Farewell,"[Game end]
",,"[Game end]
"
Chapter_epi-0038200,Epilogue-A-Prismatic-Farewell,[Go to credits],,[Go to credits]
