_DialogCode,_Chapter,_Name,_Comment,_Text
Chapter_E-0006300,Epilogue-Waning-Iridescent,"Narration:
",,"You put your hands on your hips.
"
Chapter_E-0006600,Epilogue-Waning-Iridescent,"Player:
",,"Yup! I’ll be doing more of the behind-the-scenes stuff. As for the other roles… 
"
Chapter_E-0006900,Epilogue-Waning-Iridescent,"Skye:
",,"I’ve already decided.
"
Chapter_E-0007200,Epilogue-Waning-Iridescent,"Player:
",,"Wait, I haven't even said what the other roles are yet.
"
Chapter_E-0007500,Epilogue-Waning-Iridescent,"Skye:
",,"Well, you’re gonna need someone to write scripts, right? Then I’ll do it.
"
Chapter_E-0007800,Epilogue-Waning-Iridescent,"Player:
",,"Sounds good. 
"
Chapter_E-0008100,Epilogue-Waning-Iridescent,"Skye:
",,"I can also get the latest scoops on what’s going around at school. The janitor’s closet is quite handy for getting a hold of hot tea, you know.
"
Chapter_E-0008400,Epilogue-Waning-Iridescent,"Player:
",,"Can you handle doing both?
"
Chapter_E-0008700,Epilogue-Waning-Iridescent,"Skye:
",,"Hell yeah, brother.
"
Chapter_E-0009000,Epilogue-Waning-Iridescent,"Narration:
",,"You flash a smile. This is already going pretty smoothly.
"
Chapter_E-0009300,Epilogue-Waning-Iridescent,"Player:
",,"Now, Esmeray…
"
Chapter_E-0009600,Epilogue-Waning-Iridescent,"Esmeray [Neutral]:
",,"Hm?
"
Chapter_E-0009900,Epilogue-Waning-Iridescent,"Player:
",,"You’ll be in charge of making little jingles before and after we’re done announcing and stuff. Oh, and I’m thinking we could add music segments in our broadcasts too. 
"
Chapter_E-0010200,Epilogue-Waning-Iridescent,"Esmeray:
",,"You got it.
"
Chapter_E-0010500,Epilogue-Waning-Iridescent,"Narration:
",,"Esmeray takes out a small notebook. He starts writing and humming to himself.
"
Chapter_E-0010800,Epilogue-Waning-Iridescent,"Player:
",,"And finally, Atria, you’ll be the one on the speakers! 
"
Chapter_E-0011100,Epilogue-Waning-Iridescent,"Atria [Atria1_Nervous]:
",,"Um, are you sure? I’m not that loud and confident yet…
"
Chapter_E-0011400,Epilogue-Waning-Iridescent,"Player:
",,"You don’t have to be the only speaker of course. We can do it together.
"
Chapter_E-0011700,Epilogue-Waning-Iridescent,"Narration:
",,"Atria slowly regains her smile.
"
Chapter_E-0012000,Epilogue-Waning-Iridescent,"Atria [Atria1_Happy]:
",,"That’d be easier for me. Thank you.
"
Chapter_E-0012300,Epilogue-Waning-Iridescent,"Player:
",,"Alright, now we gotta think of our future plans for this club.
"
Chapter_E-0012600,Epilogue-Waning-Iridescent,"Atria:
",,"Actually, is it okay if I suggest something?
"
Chapter_E-0012900,Epilogue-Waning-Iridescent,"Player:
",,"Of course.
"
Chapter_E-0013200,Epilogue-Waning-Iridescent,"Atria:
",,"It’s Back to School Night next week. The staff wants clubs to help out with the concessions. 
"
Chapter_E-0013500,Epilogue-Waning-Iridescent,"Player:
",,"Then we should join! So, are we all free to help out with the concessions next week?
"
Chapter_E-0013800,Epilogue-Waning-Iridescent,"Narration:
",,"The other three club members say yes.
"
Chapter_E-0014100,Epilogue-Waning-Iridescent,"Player:
",,"Alright, we’re done then. 
"
Chapter_E-0014400,Epilogue-Waning-Iridescent,"Narration:
",,"Happiness feels like it's going to burst out of your chest. It really feels like an actual club now. No wait, it’s not just a club. It feels like you have a friend group for real too. You wonder if everyone's down for a group hug before they leave.
"
Chapter_E-0014600,Epilogue-Waning-Iridescent,"Narration:
",,"You open your arms wide.
"
Chapter_E-0014900,Epilogue-Waning-Iridescent,"Player:
",,"I know this is out of nowhere but… Who’s down for a group hug?!
"
Chapter_E-0015200,Epilogue-Waning-Iridescent,"Atria [Atria1_Nervous]:
",,"Huh?
"
Chapter_E-0015500,Epilogue-Waning-Iridescent,"Skye [Skye_smile2]:
",,"Heh, sure, why not. Come on, get over here, Atria.
"
Chapter_E-0015800,Epilogue-Waning-Iridescent,"Esmeray [Amused]:
",,"Wait, we’re actually doing this? Hold on a minute—
"
Chapter_E-0016000,Epilogue-Waning-Iridescent,"[Group hug CG] 
",,"[Group hug CG] 
"
Chapter_E-0016300,Epilogue-Waning-Iridescent,"Player:
",,"Hehe, thanks y’all. If only Kyo was here to join in the hug too. He’s the one who started the club, after all.
"
Chapter_E-0016500,Epilogue-Waning-Iridescent,"[Group hug CG ends.]
",,"[Group hug CG ends.]
"
Chapter_E-0016800,Epilogue-Waning-Iridescent,"Narration:
",,"All of the club members back up and stare at you in confusion.
"
Chapter_E-0017100,Epilogue-Waning-Iridescent,"Esmeray [Neutral]:
",,"Who’s Kyo?
"
Chapter_E-0017400,Epilogue-Waning-Iridescent,"Player:
",,"Kyo. You know, the radio club president before I took over his role? Bright blue hair like cotton candy. Very munchable. It’s hard to miss. 
"
Chapter_E-0017700,Epilogue-Waning-Iridescent,"Atria [Atria1_Timid]:
",,"I’ve never heard of him.
"
Chapter_E-0018000,Epilogue-Waning-Iridescent,"Player:
",,"But you all met him before! You all talked to him and everything. Are you all messing with me?
"
Chapter_E-0018300,Epilogue-Waning-Iridescent,"Skye [Skye_smile]:
",,"Oh, I get it. He’s the friend you were talking to before. 
"
Chapter_E-0018600,Epilogue-Waning-Iridescent,"Player:
",,"Yeah! 
"
Chapter_E-0018900,Epilogue-Waning-Iridescent,"Skye [Skye_default]:
",,"Like the ones I used to talk to inside the locker, right?
"
Chapter_E-0019200,Epilogue-Waning-Iridescent,"Player:
",,"Yeah, yeah! Wait, no! What the hell, do you guys genuinely not know? 
"
Chapter_E-0019500,Epilogue-Waning-Iridescent,"Narration:
",,"You don’t get much of a response.
"
Chapter_E-0019800,Epilogue-Waning-Iridescent,"Player:
",,"Never mind, forget it. I’m imagining things, hehe.
"
Chapter_E-0020100,Epilogue-Waning-Iridescent,"Narration:
",,"The lunch bell rings, and all of you part ways as you wave to each other. Your smile then fades. What do they mean, they don’t know who Kyo is? You walk to your next class with a resting bitch face to mask your casual existential crisis. 
"
Chapter_E-0020300,Epilogue-Waning-Iridescent,"[Scene ends]
",,"[Scene ends]
"
Chapter_E-0020500,Epilogue-Waning-Iridescent,"[School Hallway Night]
",,"[School Hallway Night]
"
Chapter_E-0020800,Epilogue-Waning-Iridescent,"Narration:
",,"It's Back To School Night. You go back and forth from your mom's car to carry water bottles to the venue. It takes just a few trips but the weight tires out your arms. Thank god that you're not in any of the sports clubs.
"
Chapter_E-0021000,Epilogue-Waning-Iridescent,"Narration:
",,"As you rest on a nearby bench, you see something colorful faintly glowing bright on the ground. It looks like a poorly drawn hand doing a peace sign. The pain is real. Hands are the bane of every artist’s existence. 
"
Chapter_E-0021200,Epilogue-Waning-Iridescent,"Narration:
",,"…Wait, this looks like the work of Kyo!
"
Chapter_E-0021400,Epilogue-Waning-Iridescent,"Narration:
",,"As quickly as you notice the symbol, it disappears.
"
Chapter_E-0021600,Epilogue-Waning-Iridescent,"Narration:
",,"That is the only sign you've seen of him in school all week. What the hell is he up to? 
"
Chapter_E-0021800,Epilogue-Waning-Iridescent,"Narration:
",,"Looking up ahead, you see more graffiti symbols in the distance, scattered far apart in a way that beckons you to follow them. When you try to get near the symbols, they disappear as well. Oh boy, do you have some questions to ask him when you see him.
"
Chapter_E-0022000,Epilogue-Waning-Iridescent,"[School Rooftop Night]
",,"[School Rooftop Night]
"
Chapter_E-0022300,Epilogue-Waning-Iridescent,"Narration:
",,"You follow the path until you arrive at the school's rooftop. 
"
Chapter_E-0022500,Epilogue-Waning-Iridescent,"Narration:
",,"There he is, spray painting symbols on the ground all around him in a circle. They vanish into thin air.
"
Chapter_E-0022700,Epilogue-Waning-Iridescent,"Narration:
",,"You call out to him.  
"
Chapter_E-0023000,Epilogue-Waning-Iridescent,"Player:
",,"Kyo?
"
Chapter_E-0023200,Epilogue-Waning-Iridescent,"[Kyo_FP_Shocked]
",,"[Kyo_FP_Shocked]
"
Chapter_E-0023500,Epilogue-Waning-Iridescent,"Narration:
",,"Kyo turns around. 
"
Chapter_E-0023800,Epilogue-Waning-Iridescent,"Kyo:
",,"Oh shit, hi Player!
"
Chapter_E-0024100,Epilogue-Waning-Iridescent,"Player:
",,"Where have you been? I haven't seen you in school all week.
"
Chapter_E-0024400,Epilogue-Waning-Iridescent,"Kyo [Kyo_FP_Default]:
",,"Um, about that...
"
Chapter_E-0024700,Epilogue-Waning-Iridescent,"Narration:
",,"He shakes his spray paint can but doesn't use it. He looks back and forth between his spray can, the moon above, and you as if he's contemplating his next move. He sighs.
"
Chapter_E-0025000,Epilogue-Waning-Iridescent,"Kyo:
",,"You weren't supposed to come here. 
"
Chapter_E-0025300,Epilogue-Waning-Iridescent,"Player:
",,"But you left a paint trail.
"
Chapter_E-0025600,Epilogue-Waning-Iridescent,"Kyo:
",,"That wasn't really a trail. I didn't think you'd... Damn it, I was supposed to leave before you saw me.
"
Chapter_E-0025900,Epilogue-Waning-Iridescent,"Player:
",,"Wait, you're leaving? What's going on?
"
Chapter_E-0026200,Epilogue-Waning-Iridescent,"Kyo:
",,"You know what, fuck it. I'm not going yet. 'Cause I don't even know where to begin explaining everything.
"
Chapter_E-0026500,Epilogue-Waning-Iridescent,"Narration:
",,"He's right. You have too many questions. 
"
Chapter_E-0026700,Epilogue-Waning-Iridescent,"Narration:
",,"You remember the confused faces of the club members from last week.
"
Chapter_E-0027000,Epilogue-Waning-Iridescent,"Player:
",,"Kyo, you're... real, right?
"
Chapter_E-0027300,Epilogue-Waning-Iridescent,"Narration:
",,"Kyo busts out a quick laugh.
"
Chapter_E-0027600,Epilogue-Waning-Iridescent,"Kyo:
",,"Nah you're just imagining me in your head. Wake up. It's been years since the accident—
"
Chapter_E-0027900,Epilogue-Waning-Iridescent,"Player:
",,"Kyo, I'm serious. None of the club members see or hear you except me. They don't even know who you are. Why? Are you a ghost? Who and what even are you?
"
Chapter_E-0028200,Epilogue-Waning-Iridescent,"Narration:
",,"Kyo lets out a deep sigh.
"
Chapter_E-0028500,Epilogue-Waning-Iridescent,"Kyo:
",,"I don't actually go here. I used to, but it was a long time ago.
"
Chapter_E-0028800,Epilogue-Waning-Iridescent,"Player:
",,"Why are you here then?
"
Chapter_E-0029000,Epilogue-Waning-Iridescent,"[Kyo CG]
",,"[Kyo CG]
"
Chapter_E-0029300,Epilogue-Waning-Iridescent,"Kyo:
",,"To help you make friends.
"
Chapter_E-0029600,Epilogue-Waning-Iridescent,"Narration:
",,"Your eyes widen.
"
Chapter_E-0029900,Epilogue-Waning-Iridescent,"Player:
",,"How'd you know I wanted to...?
"
Chapter_E-0030200,Epilogue-Waning-Iridescent,"Kyo:
",,"You're the reason I opened up the radio club in the first place. 
"
Chapter_E-0030500,Epilogue-Waning-Iridescent,"Player:
",,"Huh?! Wait, then you were the only club member on purpose?
"
Chapter_E-0030800,Epilogue-Waning-Iridescent,"Kyo:
",,"Haha, yup.
"
Chapter_E-0031100,Epilogue-Waning-Iridescent,"Player:
",,"I'm still not over you forcing me to do free labor though.
"
Chapter_E-0031400,Epilogue-Waning-Iridescent,"Kyo:
",,"It's better if you initiate these friendships on your own. I'm just here to make sure you stay on track. You're the lonely one here, not me.
"
Chapter_E-0031700,Epilogue-Waning-Iridescent,"Narration:
",,"You roll your eyes. 
"
Chapter_E-0032000,Epilogue-Waning-Iridescent,"Kyo:
",,"You're not even gonna thank me?! 
"
Chapter_E-0032300,Epilogue-Waning-Iridescent,"Player:
",,"I still have more questions for you, funny man.
"
Chapter_E-0032600,Epilogue-Waning-Iridescent,"Kyo:
",,"Okay, shoot.
"
Chapter_E-0032900,Epilogue-Waning-Iridescent,"Player:
",,"If you've been a student here, why does no one remember you at all?
"
Chapter_E-0033200,Epilogue-Waning-Iridescent,"Kyo:
",,"That's because I don't exist in your reality anymore. I live in another universe.
"
Chapter_E-0033500,Epilogue-Waning-Iridescent,"Player:
",,"You're an alien?!
"
Chapter_E-0033800,Epilogue-Waning-Iridescent,"Kyo:
",,"Okay no, but I know someone else who is. Anyways, I was isekai'd a while ago. But just recently, I've been blessed by the moon, so now I'm able to travel between your reality and mine.
"
Chapter_E-0034000,Epilogue-Waning-Iridescent,"Kyo:
",,"The problem is, I'm still learning how to use this power. So it's not perfect. It's kinda weird actually. Right now, I'm like in a world between yours and mine. I can't really see you, only the outline of you. 
"
Chapter_E-0034300,Epilogue-Waning-Iridescent,"Narration:
",,"Kyo pauses for a bit as if he's thinking.
"
Chapter_E-0034600,Epilogue-Waning-Iridescent,"Kyo:
",,"Give me a high-five.
"
Chapter_E-0034900,Epilogue-Waning-Iridescent,"Player:
",,"For what?
"
Chapter_E-0035200,Epilogue-Waning-Iridescent,"Kyo:
",,"For being able to keep up with me. You know, since I speak so fast.
"
Chapter_E-0035500,Epilogue-Waning-Iridescent,"Player:
",,"O...kay.
"
Chapter_E-0035800,Epilogue-Waning-Iridescent,"Narration:
",,"When you go high-five Kyo, your hand goes through his like air. You don't feel him at all.
"
Chapter_E-0036000,Epilogue-Waning-Iridescent,"Narration:
",,"You stand there in silence, flabbergasted. A realization hits you.
"
Chapter_E-0036300,Epilogue-Waning-Iridescent,"Player:
",,"So you're the one haunting this school!
"
Chapter_E-0036600,Epilogue-Waning-Iridescent,"Kyo:
",,"Wait, what?
"
Chapter_E-0036900,Epilogue-Waning-Iridescent,"Player:
",,"Dude, did you not know? The paranormal activity club has been obsessed with you for a long time now. They've been trying to contact you and everything. 
"
Chapter_E-0037200,Epilogue-Waning-Iridescent,"Kyo:
",,"They can't see me, right?
"
Chapter_E-0037500,Epilogue-Waning-Iridescent,"Player:
",,"That's not what I mean. But there's been ghost-like activity happening around school. I think you have something to do with it.
"
Chapter_E-0037800,Epilogue-Waning-Iridescent,"Kyo:
",,"Shit, my bad. Didn't mean to.
"
Chapter_E-0038100,Epilogue-Waning-Iridescent,"Player:
",,"If only they knew I was talking to a ghost the entire time. Wait, I don't think anybody heard you speak either. Not even the club members. Except me. What the hell?
"
Chapter_E-0038400,Epilogue-Waning-Iridescent,"Kyo:
",,"You're the one I was assigned to help.
"
Chapter_E-0038700,Epilogue-Waning-Iridescent,"Player:
",,"Assigned?
"
Chapter_E-0039000,Epilogue-Waning-Iridescent,"Kyo:
",,"By the moon. Who also gave me my powers. I think that’s why you’re also the only person who can see and hear me. Consider yourself lucky. 
"
Chapter_E-0039300,Epilogue-Waning-Iridescent,"Player:
",,"I was chosen? Wow...
"
Chapter_E-0039600,Epilogue-Waning-Iridescent,"Kyo:
",,"But I'm running out of time. Now, I won't exist in this reality again. For real this time.
"
Chapter_E-0039900,Epilogue-Waning-Iridescent,"Narration:
",,"The school bell rings. [School Bell SFX]
"
Chapter_E-0040200,Epilogue-Waning-Iridescent,"Kyo:
",,"Go. Your friends are waiting for you.
"
Chapter_E-0040500,Epilogue-Waning-Iridescent,"Narration:
",,"Kyo sets up his exit.
"
Chapter_E-0040800,Epilogue-Waning-Iridescent,"Player:
",,"Wait! Before you go...
"
Chapter_E-0041000,Epilogue-Waning-Iridescent,"Player:
",,"Thank you. For everything.
"
Chapter_E-0041300,Epilogue-Waning-Iridescent,"Narration:
",,"Kyo looks back one last time and smiles.
"
Chapter_E-0041500,Epilogue-Waning-Iridescent,"[Fade out Kyo, use the Kyo_BG in his special scene folder]
",,"[Fade out Kyo, use the Kyo_BG in his special scene folder]
"
Chapter_E-0041700,Epilogue-Waning-Iridescent,"[Game end]
",,"[Game end]
"
Chapter_E-0041900,Epilogue-Waning-Iridescent,"[Go to credits]
",,"[Go to credits]
"
