_DialogCode,_Chapter,_Name,_Comment,_Text
Chapter_2-0032200,Shrewd-Dreamer,"Skye:
",,"No one knows who did it. The classroom doors are locked every night and they’re only opened in the mornings, minutes before class starts. I wasn’t even the first person to arrive today. Your accusations have no merit and exactly zero people have come to tell me their thoughts of otherwise besides you three. This is the third time you’ve accused me of shit I didn’t do and it’s honestly getting out of hand. You–
"
Chapter_2-0032500,Shrewd-Dreamer,"Student C:
",,"Oh my god, can you just stop talking? No one wants to hear you yap all day! It's enough that you run your mouth in class all the time!
"
Chapter_2-0032800,Shrewd-Dreamer,"Narration:
",,"Rolling her eyes, Skye seems done with the whole interaction. She waves the person off, already moving to leave.
"
Chapter_2-0033100,Shrewd-Dreamer,"Skye:
",,"I'm sorry that you're incapable of understanding anything higher than the most basic levels of communication, let me clear it up for you. I don't have time for your bs, get the fuck out of my way.
"
Chapter_2-0033400,Shrewd-Dreamer,"Narration:
",,"Skye attempts to sidestep her way out of the people surrounding her, but the increasingly angered trio move to block her way.
"
Chapter_2-0033700,Shrewd-Dreamer,"Student D:
",,"You sure do know how to talk, you think people like you interrupting the class every time to spout whatever bullshit opinion you have? Everyone's tired of you.
"
Chapter_2-0034000,Shrewd-Dreamer,"Student B:
",,"Yeah, I mean come on, even Sensei had to take you to the side the other day. You might be a teacher’s pet but even they know you’re a lunatic.
"
Chapter_2-0034200,Shrewd-Dreamer,"[Skye_Sad]
",,"[Skye_Sad]
"
Chapter_2-0034500,Shrewd-Dreamer,"Narration:
",,"Skye’s bored expression finally cracks, vulnerability seeping through. She looks away, shifting uncomfortably before glaring back at the person speaking.
"
Chapter_2-0034800,Shrewd-Dreamer,"Skye:
",,"Sensei appreciates my contributions to the class, and they said so themself. They just wish that I give a chance to the rest of the class to express their opinions as well and I concurred. You three should stop talking about things that you don't understand.
"
Chapter_2-0035100,Shrewd-Dreamer,"Narration:
",,"The atmosphere was slowly getting more tense. It might get bad for Skye if you don't intervene.
"
Chapter_2-0035300,Shrewd-Dreamer,"[Proceed to two choices: <Don't intervene> or <Intervene>]
",,"[Proceed to two choices: <Don't intervene> or <Intervene>]
"
Chapter_2-0035500,Shrewd-Dreamer,"[Choice 1: Don't Intervene]
",,"[Choice 1: Don't Intervene]
"
Chapter_2-0035800,Shrewd-Dreamer,"Narration:
",,"You stay back a little longer. You're sure your schoolmates wouldn't resort to violence and you weren't sure Skye would appreciate a practical stranger stepping in on things they weren't fully informed on.
"
Chapter_2-0036100,Shrewd-Dreamer,"Student A:
",,"You actually believe that crap.
"
Chapter_2-0036400,Shrewd-Dreamer,"Narration:
",,"One of the trio scoffs, a derisive sneer on their face.
"
Chapter_2-0036700,Shrewd-Dreamer,"Student A:
",,"Sensei has to be nice to you – you get the best grades, so of course she sucks up to you. Nobody here actually likes you.
"
Chapter_2-0037000,Shrewd-Dreamer,"Narration:
",,"They move closer towards Skye, one of them bringing up a hand to give her a shove. Skye furrows her eyebrows, moving back to avoid the advancing group before her expression crumples when she realises there's no way for her to escape.
"
Chapter_2-0037200,Shrewd-Dreamer,"Narration:
",,"You frantically step forward, unsure how everything escalated so quickly. There's no way you can leave Skye alone on this.
"
Chapter_2-0037400,Shrewd-Dreamer,"[Scene reconverges here]
",,"[Scene reconverges here]
"
Chapter_2-0037600,Shrewd-Dreamer,"[Choice 2: Intervene]
",,"[Choice 2: Intervene]
"
Chapter_2-0037700,Shrewd-Dreamer,"Narration:
",,"	[Scene reconverges here]
"
Chapter_2-0038000,Shrewd-Dreamer,"Player:
",,"Hey, that's enough!
"
Chapter_2-0038300,Shrewd-Dreamer,"Narration:
",,"You quickly make your way to the group. With them having parted in surprise at your exclamation, it's easy for you to take Skye by the hand, pulling her out of the circle that they surrounded her with.
"
Chapter_2-0038600,Shrewd-Dreamer,"Player:
",,"I don't know who you three are, but ganging up on someone is seriously low. From the little I've heard, you don't even have a leg to stand on. Accusing somebody for something you have no proof of is ridiculous and mocking someone for participating in class is pathetic.
"
Chapter_2-0038900,Shrewd-Dreamer,"Student C:
",,"Who–
"
Chapter_2-0039200,Shrewd-Dreamer,"Narration:
",,"You interrupt whatever response they were about to make, not really willing to hear what these assholes have to say.
"
Chapter_2-0039500,Shrewd-Dreamer,"Player:
",,"You three should really take up some self awareness, seems like it's in short fucking supply around here.
"
Chapter_2-0039800,Shrewd-Dreamer,"Narration:
",,"You quickly remove yourself from the situation while tugging a quiet Skye along behind you, moving to try and find a quiet place to give her some privacy.
"
Chapter_2-0040000,Shrewd-Dreamer,"Narration:
",,"Skye stays quiet during the entire interaction. As you arrive at a quieter corner, you face her again, concerned. You don't know her very well, but from the little interaction you've had with her, her silence seems uncharacteristic.
"
Chapter_2-0040300,Shrewd-Dreamer,"Player:
",,"Skye, are you okay? I'm sorry for eavesdropping but you looked like you needed help.
"
Chapter_2-0040600,Shrewd-Dreamer,"Narration:
",,"Skye looks away, her shoulders hunched, defences built all the way up. She looks clearly uncomfortable and not willing to talk about what had just happened.
"
Chapter_2-0040900,Shrewd-Dreamer,"Skye:
",,"I'm fine… Thanks for getting me out of there, those three were getting way too cocky.
"
Chapter_2-0041200,Shrewd-Dreamer,"Player:
",,"Would you like to report them to a teacher? I heard you mention that this wasn't the first time this has happened…
"
Chapter_2-0041500,Shrewd-Dreamer,"Narration:
",,"Skye shakes her head, dismissing the notion immediately.
"
Chapter_2-0041800,Shrewd-Dreamer,"Skye:
",,"No no, it's fine, they're not– they don't even bother me usually.
"
Chapter_2-0042100,Shrewd-Dreamer,"Narration:
",,"A heavy silence settles between the two of you. You're not really sure what to say; you don't think you really know Skye well enough to comfort her.
"
Chapter_2-0042300,Shrewd-Dreamer,"Narration:
",,"Skye suddenly starts talking again, finally looking at you directly.
"
Chapter_2-0042600,Shrewd-Dreamer,"Skye:
",,"People like the discussions that I bring up in class. They say that my insight helps them learn more about the subject we're learning about while simultaneously allowing them to not have to be called on unexpectedly when they're not willing to. I–
"
Chapter_2-0042900,Shrewd-Dreamer,"Narration:
",,"Skye cuts herself off before she finishes her sudden explanation, frustration leaking into her voice. A shuddering breath leaves her before she closes her mouth, pursing her lips.
"
Chapter_2-0043200,Shrewd-Dreamer,"Skye:
",,"I– never mind, sorry for interrupting your break, I should really be getting back to class. 
"
Chapter_2-0043500,Shrewd-Dreamer,"Player:
",,"Skye–
"
Chapter_2-0043700,Shrewd-Dreamer,"[Skye Sprite disappears]
",,"[Skye Sprite disappears]
"
Chapter_2-0044000,Shrewd-Dreamer,"Narration:
",,"Your attempt at talking to her fails as Skye ignores you, making another quick exit before you could really react. This time, you didn't feel as optimistic about your interactions as the first time you met her.
"
Chapter_2-0044200,Shrewd-Dreamer,"Narration:
",,"** RING **
"
Chapter_2-0044400,Shrewd-Dreamer,"Narration:
",,"The bell rings, signifying the end of your break time. It's a good thing your stomach had long since curdled at the thought of food after the bitter situation you just experienced. 
"
Chapter_2-0044600,Shrewd-Dreamer,"Narration:
",,"Your face scrunches in worry, but you hurry yourself to your classroom. There isn't much you can do. Maybe Skye needs some time to herself.
"
Chapter_2-0044800,Shrewd-Dreamer,"[Scene Change]
",,"[Scene Change]
"
Chapter_2-0045100,Shrewd-Dreamer,"[After School]
",,"[After School]
"
Chapter_2-0045300,Shrewd-Dreamer,"[School Hallway Day]
",,"[School Hallway Day]
"
Chapter_2-0045500,Shrewd-Dreamer,"Narration:
",,"*RING* [School bell SFX]
"
Chapter_2-0045700,Shrewd-Dreamer,"Narration:
",,"The school bell finally signals the end of the school day. 
"
Chapter_2-0045900,Shrewd-Dreamer,"Narration:
",,"You rush out as soon as you can, the afternoon incident still hanging heavily in your mind, completely distracting you for the latter part of your school day.
"
Chapter_2-0046100,Shrewd-Dreamer,"Narration:
",,"You make your way to the clubroom hoping that Skye would keep her word of visiting, at least just so that you could talk to her. You didn’t like that she had left upset at lunch.
"
Chapter_2-0046300,Shrewd-Dreamer,"[Background Change: Radio Clubroom Basic + Printer + Mic]
",,"[Background Change: Radio Clubroom Basic + Printer + Mic]
"
Chapter_2-0046500,Shrewd-Dreamer,"[Kyo_FP_Default]
",,"[Kyo_FP_Default]
"
Chapter_2-0046700,Shrewd-Dreamer,"Narration:
",,"You enter the clubroom to see that Kyo has already made himself comfortable. Game console in hand, his feet casually settled on the clubroom’s table, and his chair perched precariously on its back legs.
"
Chapter_2-0047000,Shrewd-Dreamer,"Player:
",,"Do you ever leave this room? Why are you here already, classes just ended.
"
Chapter_2-0047300,Shrewd-Dreamer,"Kyo:
",,"'Ey, don't blame me for you being slow, running through the halls ain't nothin'.
"
Chapter_2-0047600,Shrewd-Dreamer,"Narration:
",,"You roll your eyes at the shorter boy, settling your bag on the table and slumping yourself on one of the chairs, heaving out a deep sigh.
"
Chapter_2-0047800,Shrewd-Dreamer,"Narration:
",,"Kyo looks up at your dramatics, raising an eyebrow at the long face you were pulling.
"
Chapter_2-0048100,Shrewd-Dreamer,"Kyo:
",,"‘Sup?
"
Chapter_2-0048400,Shrewd-Dreamer,"Narration:
",,"You scratch your head, not looking up at him, not sure how you should answer the question.
"
Chapter_2-0048700,Shrewd-Dreamer,"Player:
",,"I met up with Skye during lunch break. Some people were bothering her, and she really wasn't having a good time.
"
Chapter_2-0049000,Shrewd-Dreamer,"Narration:
",,"Kyo’s eyebrows rise further at the mention of your new acquaintance, not expecting you to meet her so soon after your meeting this morning.
"
Chapter_2-0049300,Shrewd-Dreamer,"Kyo:
",,"Yeah?
"
Chapter_2-0049600,Shrewd-Dreamer,"Player:
",,"Yeah, they were talking about someone graffitiing their classroom? Something crazy like that, been hearing rumours about stuff like that happening all over school lately.
"
Chapter_2-0049800,Shrewd-Dreamer,"[Kyo_FP_Shocked]
",,"[Kyo_FP_Shocked]
"
Chapter_2-0050100,Shrewd-Dreamer,"Narration:
",,"Out of the corner of your eye, you notice Kyo freezing in his seat. He plops the precariously tilting furniture back down to a more proper position. You finally look up, raising your brow at his sudden tension.
"
Chapter_2-0050400,Shrewd-Dreamer,"Player:
",,"People’ve been spreading rumours about ghosts around lately too, graffiti appearing and disappearing out of nowhere, weird noises, weird light, stuff like that.
"
Chapter_2-0050700,Shrewd-Dreamer,"Narration:
",,"Kyo continues to tense as you proceed describing the supernatural rumours going around your school. A smirk grows on your face as you stand up from your seat.
"
Chapter_2-0051000,Shrewd-Dreamer,"Player:
",,"You scared of ghosts, Kyo?
"
Chapter_2-0051300,Shrewd-Dreamer,"Narration:
",,"You come up to the blue haired boy, swinging an arm up to his shoulders – a move he deftly avoids. He quickly stands up from his own seat.
"
Chapter_2-0051600,Shrewd-Dreamer,"Kyo:
",,"I'm gonna slip out for a bit – got a couple of things I need to deal with for class tomorrow.
"
Chapter_2-0051900,Shrewd-Dreamer,"Narration:
",,"Your eyes widen, surprised at his abrupt need to leave and concerned that you had gone too far with your teasing.
"
